ensembl,gene_symbol,mean_failure_log2,mean_cure_log2,log2FC,p_value,fdr
ENSG00000100592,DAAM1,1.7239862931306216,2.152521439397866,-0.42853514626724465,0.0017111494258762708,0.4539131519947744
ENSG00000166886,NAB2,2.915206697424693,3.247366278375777,-0.332159580951084,0.0017111494258762708,0.4539131519947744
ENSG00000064687,ABCA7,8.858666121779935,8.337066304588918,0.5215998171910172,0.0017111494258762708,0.4539131519947744
ENSG00000222179,RN7SKP26,-2.6031201721458013,-3.722231253368348,1.1191110812225467,0.0018264275286945957,0.4539131519947744
ENSG00000139631,CSAD,5.8499236404667405,5.473897917439661,0.3760257230270794,0.0018264275286945957,0.4539131519947744
ENSG00000213903,LTB4R,7.807185455052333,7.301679595508057,0.5055058595442761,0.0018264275286945957,0.4539131519947744
ENSG00000049192,ADAMTS6,-1.7371708096686558,-1.0927304822429236,-0.6444403274257322,0.0018264275286945957,0.4539131519947744
ENSG00000196358,NTNG2,6.888273138628597,6.370733980008152,0.517539158620445,0.0020770210084312775,0.4539131519947744
ENSG00000089876,DHX32,2.7555041807363487,3.0772740770701597,-0.3217698963338109,0.0020770210084312775,0.4539131519947744
ENSG00000108405,P2RX1,7.164912975622324,6.587555719433299,0.5773572561890257,0.0022129617052739884,0.4539131519947744
ENSG00000119537,KDSR,4.2152519121655345,4.462332897068369,-0.24708098490283437,0.0022129617052739884,0.4539131519947744
ENSG00000008438,PGLYRP1,7.07465027619056,6.007256711187891,1.0673935650026696,0.0022129617052739884,0.4539131519947744
ENSG00000103353,UBFD1,4.469957868989818,4.686485866054512,-0.21652799706469406,0.0022129617052739884,0.4539131519947744
ENSG00000260091,RP11-33B1.4,-0.38294155036158856,-1.0097396349459367,0.6267980845843482,0.0022129617052739884,0.4539131519947744
ENSG00000167562,ZNF701,4.002626148088781,3.6300611678903203,0.3725649801984603,0.0022129617052739884,0.4539131519947744
ENSG00000187808,SOWAHD,4.926432382334915,4.530210873542413,0.39622150879250206,0.002356439166872773,0.4539131519947744
ENSG00000133789,SWAP70,4.546136387277701,4.835638653585834,-0.2895022663081326,0.002356439166872773,0.4539131519947744
ENSG00000117597,DIEXF,3.627230657681633,3.985143555632265,-0.35791289795063186,0.002356439166872773,0.4539131519947744
ENSG00000204482,LST1,8.799315425183623,8.444917633339255,0.35439779184436837,0.002356439166872773,0.4539131519947744
ENSG00000109944,C11orf63,-0.27537377429062326,0.25950769917513145,-0.5348814734657548,0.002356439166872773,0.4539131519947744
ENSG00000140044,JDP2,6.128581722305969,5.694629977338652,0.4339517449673176,0.002356439166872773,0.4539131519947744
